"alpha1","alpha2","alpha3","beta1","beta2","beta3"
2.9784678431353,-0.263750894630643,3.71910594355301,-2.71448115739806,0.859552971776503,1.6537529717765
2.9779371095294,-0.148441416869854,3.61930820986408,-2.71448115739806,0.809654104932039,1.58905410493204
2.97731672560355,-0.03649265179657,3.50522672017545,-2.71448115739806,0.752613360087727,1.51801336008773
2.97660326537701,0.0716535899579929,3.37731170200806,-2.71448115739806,0.68865585100403,1.44085585100403
2.97579284755721,0.175570504584946,3.23606797749979,-2.71448115739806,0.618033988749895,1.3578339887499
2.97488113613642,0.274847979497379,3.08205297110316,-2.71448115739806,0.541026485551579,1.26922648555158
2.97386334108203,0.369094211857377,2.91587450968565,-2.71448115739806,0.457937254842823,1.17533725484282
2.97273421912797,0.457937254842823,2.73818842371475,-2.71448115739806,0.369094211857377,1.07649421185738
2.97148807467601,0.541026485551579,2.54969595899476,-2.71448115739806,0.274847979497379,0.973047979497379
2.97011876081619,0.618033988749895,2.35114100916989,-2.71448115739806,0.175570504584946,0.865370504584946
2.96861968047658,0.68865585100403,2.14330717991599,-2.71448115739806,0.0716535899579933,0.753853589957993
2.96698378771336,0.752613360087727,1.92701469640686,-2.71448115739806,-0.0364926517965696,0.638907348203431
2.96520358915294,0.809654104932039,1.70311716626029,-2.71448115739806,-0.148441416869855,0.520958583130145
2.9632711455986,0.859552971776503,1.47249821073871,-2.71448115739806,-0.263750894630645,0.400449105369356
2.96117807381517,0.902113032590307,1.23606797749979,-2.71448115739806,-0.381966011250106,0.277833988749894
2.95891554850561,0.937166322257262,0.99475954865942,-2.71448115739806,-0.50262022567029,0.15357977432971
2.95647430449454,0.964574501457377,0.7495252583429,-2.71448115739806,-0.62523737082855,0.0281626291714501
2.9538446391343,0.984229402628956,0.501332934257218,-2.71448115739806,-0.749333532871391,-0.0979335328713908
2.95101641494983,0.996053456856543,0.251162078117254,-2.71448115739806,-0.874418960941373,-0.224218960941373
2.9479790625397,1,2.44929359829471e-16,-2.71448115739806,-1,-0.3502
2.94472158375094,0.996053456856543,-0.251162078117254,-2.71448115739806,-1.12558103905863,-0.475381039058627
2.94123255514637,0.984229402628956,-0.501332934257217,-2.71448115739806,-1.25066646712861,-0.599266467128609
2.93750013178371,0.964574501457377,-0.749525258342899,-2.71448115739806,-1.37476262917145,-0.721362629171449
