"uu","vv"
2.735,-0.4
2.735,-0.38
2.735,-0.36
2.735,-0.34
2.735,-0.32
2.735,-0.3
2.735,-0.28
2.735,-0.26
2.735,-0.24
2.735,-0.22
2.735,-0.2
2.735,-0.18
2.735,-0.16
2.735,-0.14
2.735,-0.12
2.735,-0.1
2.735,0.1
2.735,0.12
2.735,0.14
2.735,0.16
2.735,0.18
2.735,0.2
2.735,0.22
2.735,0.24
2.735,0.26
2.735,0.28
2.735,0.3
2.735,0.32
2.735,0.34
2.735,0.36
2.735,0.38
2.735,0.4
2.735,0.42
2.735,0.44
2.735,0.46
2.735,0.48
2.735,0.5
2.735,0.52
2.735,0.54
2.735,0.56
2.735,0.58
2.735,0.6
2.735,0.62
2.735,0.64
2.735,0.66
2.735,0.68
2.735,0.7
2.735,0.72
2.735,0.74
2.735,0.76
2.735,0.78
2.735,0.8
2.735,0.82
2.735,0.84
2.735,0.86
2.735,0.88
2.78,-0.9
2.78,-0.88
2.78,-0.86
2.78,-0.84
2.78,-0.82
2.78,-0.8
2.78,-0.78
2.78,-0.76
2.78,-0.74
2.78,-0.72
2.78,-0.7
2.78,-0.68
2.78,-0.66
2.78,-0.64
2.78,-0.62
2.78,-0.6
2.78,-0.58
2.78,-0.56
2.78,-0.54
2.78,-0.52
2.78,-0.5
2.78,-0.48
2.78,-0.46
2.78,-0.44
2.78,-0.42
2.78,-0.4
2.78,-0.38
2.78,-0.36
2.78,-0.34
2.78,-0.32
2.78,-0.3
2.78,-0.28
2.78,-0.26
2.78,-0.24
2.78,-0.22
2.78,-0.2
2.78,-0.18
2.78,-0.16
2.78,-0.14
2.78,-0.12
2.78,-0.1
2.78,0.1
2.78,0.12
2.78,0.14
2.78,0.16
2.78,0.18
2.78,0.2
2.78,0.22
2.78,0.24
2.78,0.26
2.78,0.28
2.78,0.3
2.78,0.32
2.78,0.34
2.78,0.36
2.78,0.38
2.78,0.4
2.78,0.42
2.78,0.44
2.78,0.46
2.78,0.48
2.78,0.5
2.78,0.52
2.78,0.54
2.78,0.56
2.78,0.58
2.78,0.6
2.78,0.62
2.78,0.64
2.78,0.66
2.78,0.68
2.78,0.7
2.78,0.72
2.78,0.74
2.78,0.76
2.78,0.78
2.78,0.8
2.78,0.82
2.78,0.84
2.78,0.86
2.78,0.88
2.825,-0.9
2.825,-0.88
2.825,-0.86
2.825,-0.84
2.825,-0.82
2.825,-0.8
2.825,-0.78
2.825,-0.76
2.825,-0.74
2.825,-0.72
2.825,-0.7
2.825,-0.68
2.825,-0.66
2.825,-0.64
2.825,-0.62
2.825,-0.6
2.825,-0.58
2.825,-0.56
2.825,-0.54
2.825,-0.52
2.825,-0.5
2.825,-0.48
2.825,-0.46
2.825,-0.44
2.825,-0.42
2.825,-0.4
2.825,-0.38
2.825,-0.36
2.825,-0.34
2.825,-0.32
2.825,-0.3
2.825,-0.28
2.825,-0.26
2.825,-0.24
2.825,-0.22
2.825,-0.2
2.825,-0.18
2.825,-0.16
2.825,-0.14
2.825,-0.12
2.825,-0.1
2.825,0.1
2.825,0.12
2.825,0.14
2.825,0.16
2.825,0.18
2.825,0.2
2.825,0.22
2.825,0.24
2.825,0.26
2.825,0.28
2.825,0.3
2.825,0.32
2.825,0.34
2.825,0.36
2.825,0.38
2.825,0.4
2.825,0.42
2.825,0.44
2.825,0.46
2.825,0.48
2.825,0.5
2.825,0.52
2.825,0.54
2.825,0.56
2.825,0.58
2.825,0.6
2.825,0.62
2.825,0.64
2.825,0.66
2.825,0.68
2.825,0.7
2.825,0.72
2.825,0.74
2.825,0.76
2.825,0.78
2.825,0.8
2.825,0.82
2.825,0.84
2.825,0.86
2.825,0.88
2.87,-0.9
2.87,-0.88
2.87,-0.86
2.87,-0.84
2.87,-0.82
2.87,-0.8
2.87,-0.78
2.87,-0.76
2.87,-0.74
2.87,-0.72
2.87,-0.7
2.87,-0.68
2.87,-0.66
2.87,-0.64
2.87,-0.62
2.87,-0.6
2.87,-0.58
2.87,-0.56
2.87,-0.54
2.87,-0.52
2.87,-0.5
2.87,-0.48
2.87,-0.46
2.87,-0.44
2.87,-0.42
2.87,-0.4
2.87,-0.38
2.87,-0.36
2.87,-0.34
2.87,-0.32
2.87,-0.3
2.87,-0.28
2.87,-0.26
2.87,-0.24
2.87,-0.22
2.87,-0.2
2.87,-0.18
2.87,-0.16
2.87,-0.14
2.87,-0.12
2.87,-0.1
2.87,0.1
2.87,0.12
2.87,0.14
2.87,0.16
2.87,0.18
2.87,0.2
2.87,0.22
2.87,0.24
2.87,0.26
2.87,0.28
2.87,0.3
2.87,0.32
2.87,0.34
2.87,0.36
2.87,0.38
2.87,0.4
2.87,0.42
2.87,0.44
2.87,0.46
2.87,0.48
2.87,0.5
2.87,0.52
2.87,0.54
2.87,0.56
2.87,0.58
2.87,0.6
2.87,0.62
2.87,0.64
2.87,0.66
2.87,0.68
2.87,0.7
2.87,0.72
2.87,0.74
2.87,0.76
2.87,0.78
2.87,0.8
2.87,0.82
2.87,0.84
2.87,0.86
2.87,0.88
2.915,-0.9
2.915,-0.88
2.915,-0.86
2.915,-0.84
2.915,-0.82
2.915,-0.8
2.915,-0.78
2.915,-0.76
2.915,-0.74
2.915,-0.72
2.915,-0.7
2.915,-0.68
2.915,-0.66
2.915,-0.64
2.915,-0.62
2.915,-0.6
2.915,-0.58
2.915,-0.56
2.915,-0.54
2.915,-0.52
2.915,-0.5
2.915,-0.48
2.915,-0.46
2.915,-0.44
2.915,-0.42
2.915,-0.4
2.915,-0.38
2.915,-0.36
2.915,-0.34
2.915,-0.32
2.915,-0.3
2.915,-0.28
2.915,-0.26
2.915,-0.24
2.915,-0.22
2.915,-0.2
2.915,-0.18
2.915,-0.16
2.915,-0.14
2.915,-0.12
2.915,-0.1
2.915,0.1
2.915,0.12
2.915,0.14
2.915,0.16
2.915,0.18
2.915,0.2
2.915,0.22
2.915,0.24
2.915,0.26
2.915,0.28
2.915,0.3
2.915,0.32
2.915,0.34
2.915,0.36
2.915,0.38
2.915,0.4
2.915,0.42
2.915,0.44
2.915,0.46
2.915,0.48
2.915,0.5
2.915,0.52
2.915,0.54
2.915,0.56
2.915,0.58
2.915,0.6
2.915,0.62
2.915,0.64
2.915,0.66
2.915,0.68
2.915,0.7
2.915,0.72
2.915,0.74
2.915,0.76
2.915,0.78
2.915,0.8
2.915,0.82
2.915,0.84
2.915,0.86
2.915,0.88
2.96,-0.9
2.96,-0.88
2.96,-0.86
2.96,-0.84
2.96,-0.82
2.96,-0.8
2.96,-0.78
2.96,-0.76
2.96,-0.74
2.96,-0.72
2.96,-0.7
2.96,-0.68
2.96,-0.66
2.96,-0.64
2.96,-0.62
2.96,-0.6
2.96,-0.58
2.96,-0.56
2.96,-0.54
2.96,-0.52
2.96,-0.5
2.96,-0.48
2.96,-0.46
2.96,-0.44
2.96,-0.42
2.96,-0.4
2.96,-0.38
2.96,-0.36
2.96,-0.34
2.96,-0.32
2.96,-0.3
2.96,-0.28
2.96,-0.26
2.96,-0.24
2.96,-0.22
2.96,-0.2
2.96,-0.18
2.96,-0.16
2.96,-0.14
2.96,-0.12
2.96,-0.1
2.96,0.1
2.96,0.12
2.96,0.14
2.96,0.16
2.96,0.18
2.96,0.2
2.96,0.22
2.96,0.24
2.96,0.26
2.96,0.28
2.96,0.3
2.96,0.32
2.96,0.34
2.96,0.36
2.96,0.38
2.96,0.4
2.96,0.42
2.96,0.44
2.96,0.46
2.96,0.48
2.96,0.5
2.96,0.52
2.96,0.54
2.96,0.56
2.96,0.58
2.96,0.6
2.96,0.62
2.96,0.64
2.96,0.66
2.96,0.68
2.96,0.7
2.96,0.72
2.96,0.74
2.96,0.76
2.96,0.78
2.96,0.8
2.96,0.82
2.96,0.84
2.96,0.86
2.96,0.88
3.005,-0.88
3.005,-0.86
3.005,-0.84
3.005,-0.82
3.005,-0.8
3.005,-0.78
3.005,-0.76
3.005,-0.74
3.005,-0.72
3.005,-0.7
3.005,-0.68
3.005,-0.66
3.005,-0.64
3.005,-0.62
3.005,-0.6
3.005,-0.58
3.005,-0.56
3.005,-0.54
3.005,-0.52
3.005,-0.5
3.005,-0.48
3.005,-0.46
3.005,-0.44
3.005,-0.42
3.005,-0.4
3.005,-0.38
3.005,-0.36
3.005,-0.34
3.005,-0.32
3.005,-0.3
3.005,-0.28
3.005,-0.26
3.005,-0.24
3.005,-0.22
3.005,-0.2
3.005,-0.18
3.005,-0.16
3.005,-0.14
3.005,-0.12
3.005,0.12
3.005,0.14
3.005,0.16
3.005,0.18
3.005,0.2
3.005,0.22
3.005,0.24
3.005,0.26
3.005,0.28
3.005,0.3
3.005,0.32
3.005,0.34
3.005,0.36
3.005,0.38
3.005,0.4
3.005,0.42
3.005,0.44
3.005,0.46
3.005,0.48
3.005,0.5
3.005,0.52
3.005,0.54
3.005,0.56
3.005,0.58
3.005,0.6
3.005,0.62
3.005,0.64
3.005,0.66
3.005,0.68
3.005,0.7
3.005,0.72
3.005,0.74
3.005,0.76
3.005,0.78
3.005,0.8
3.005,0.82
3.005,0.84
3.005,0.86
3.005,0.88
3.05,-0.88
3.05,-0.86
3.05,-0.84
3.05,-0.82
3.05,-0.8
3.05,-0.78
3.05,-0.76
3.05,-0.74
3.05,-0.72
3.05,-0.7
3.05,-0.68
3.05,-0.66
3.05,-0.64
3.05,-0.62
3.05,-0.6
3.05,-0.58
3.05,-0.56
3.05,-0.54
3.05,-0.52
3.05,-0.5
3.05,-0.48
3.05,-0.46
3.05,-0.44
3.05,-0.42
3.05,-0.4
3.05,-0.38
3.05,-0.36
3.05,-0.34
3.05,-0.32
3.05,-0.3
3.05,-0.28
3.05,-0.26
3.05,-0.24
3.05,-0.22
3.05,-0.2
3.05,-0.18
3.05,-0.16
3.05,-0.14
3.05,-0.12
3.05,0.12
3.05,0.14
3.05,0.16
3.05,0.18
3.05,0.2
3.05,0.22
3.05,0.24
3.05,0.26
3.05,0.28
3.05,0.3
3.05,0.32
3.05,0.34
3.05,0.36
3.05,0.38
3.05,0.4
3.05,0.42
3.05,0.44
3.05,0.46
3.05,0.48
3.05,0.5
3.05,0.52
3.05,0.54
3.05,0.56
3.05,0.58
3.05,0.6
3.05,0.62
3.05,0.64
3.05,0.66
3.05,0.68
3.05,0.7
3.05,0.72
3.05,0.74
3.05,0.76
3.05,0.78
3.05,0.8
3.05,0.82
3.05,0.84
3.05,0.86
3.05,0.88
3.095,-0.88
3.095,-0.86
3.095,-0.84
3.095,-0.82
3.095,-0.8
3.095,-0.78
3.095,-0.76
3.095,-0.74
3.095,-0.72
3.095,-0.7
3.095,-0.68
3.095,-0.66
3.095,-0.64
3.095,-0.62
3.095,-0.6
3.095,-0.58
3.095,-0.56
3.095,-0.54
3.095,-0.52
3.095,-0.5
3.095,-0.48
3.095,-0.46
3.095,-0.44
3.095,-0.42
3.095,-0.4
3.095,-0.38
3.095,-0.36
3.095,-0.34
3.095,-0.32
3.095,-0.3
3.095,-0.28
3.095,-0.26
3.095,-0.24
3.095,-0.22
3.095,-0.2
3.095,-0.18
3.095,-0.16
3.095,-0.14
3.095,-0.12
3.095,0.12
3.095,0.14
3.095,0.16
3.095,0.18
3.095,0.2
3.095,0.22
3.095,0.24
3.095,0.26
3.095,0.28
3.095,0.3
3.095,0.32
3.095,0.34
3.095,0.36
3.095,0.38
3.095,0.4
3.095,0.42
3.095,0.44
3.095,0.46
3.095,0.48
3.095,0.5
3.095,0.52
3.095,0.54
3.095,0.56
3.095,0.58
3.095,0.6
3.095,0.62
3.095,0.64
3.095,0.66
3.095,0.68
3.095,0.7
3.095,0.72
3.095,0.74
3.095,0.76
3.095,0.78
3.095,0.8
3.095,0.82
3.095,0.84
3.095,0.86
3.095,0.88
3.14,-0.86
3.14,-0.84
3.14,-0.82
3.14,-0.8
3.14,-0.78
3.14,-0.76
3.14,-0.74
3.14,-0.72
3.14,-0.7
3.14,-0.68
3.14,-0.66
3.14,-0.64
3.14,-0.62
3.14,-0.6
3.14,-0.58
3.14,-0.56
3.14,-0.54
3.14,-0.52
3.14,-0.5
3.14,-0.48
3.14,-0.46
3.14,-0.44
3.14,-0.42
3.14,-0.4
3.14,-0.38
3.14,-0.36
3.14,-0.34
3.14,-0.32
3.14,-0.3
3.14,-0.28
3.14,-0.26
3.14,-0.24
3.14,-0.22
3.14,-0.2
3.14,-0.18
3.14,-0.16
3.14,-0.14
3.14,0.14
3.14,0.16
3.14,0.18
3.14,0.2
3.14,0.22
3.14,0.24
3.14,0.26
3.14,0.28
3.14,0.3
3.14,0.32
3.14,0.34
3.14,0.36
3.14,0.38
3.14,0.4
3.14,0.42
3.14,0.44
3.14,0.46
3.14,0.48
3.14,0.5
3.14,0.52
3.14,0.54
3.14,0.56
3.14,0.58
3.14,0.6
3.14,0.62
3.14,0.64
3.14,0.66
3.14,0.68
3.14,0.7
3.14,0.72
3.14,0.74
3.14,0.76
3.14,0.78
3.14,0.8
3.14,0.82
3.14,0.84
3.14,0.86
3.185,-0.84
3.185,-0.82
3.185,-0.8
3.185,-0.78
3.185,-0.76
3.185,-0.74
3.185,-0.72
3.185,-0.7
3.185,-0.68
3.185,-0.66
3.185,-0.64
3.185,-0.62
3.185,-0.6
3.185,-0.58
3.185,-0.56
3.185,-0.54
3.185,-0.52
3.185,-0.5
3.185,-0.48
3.185,-0.46
3.185,-0.44
3.185,-0.42
3.185,-0.4
3.185,-0.38
3.185,-0.36
3.185,-0.34
3.185,-0.32
3.185,-0.3
3.185,-0.28
3.185,-0.26
3.185,-0.24
3.185,-0.22
3.185,-0.2
3.185,-0.18
3.185,-0.16
3.185,0.16
3.185,0.18
3.185,0.2
3.185,0.22
3.185,0.24
3.185,0.26
3.185,0.28
3.185,0.3
3.185,0.32
3.185,0.34
3.185,0.36
3.185,0.38
3.185,0.4
3.185,0.42
3.185,0.44
3.185,0.46
3.185,0.48
3.185,0.5
3.185,0.52
3.185,0.54
3.185,0.56
3.185,0.58
3.185,0.6
3.185,0.62
3.185,0.64
3.185,0.66
3.185,0.68
3.185,0.7
3.185,0.72
3.185,0.74
3.185,0.76
3.185,0.78
3.185,0.8
3.185,0.82
3.185,0.84
3.23,-0.82
3.23,-0.8
3.23,-0.78
3.23,-0.76
3.23,-0.74
3.23,-0.72
3.23,-0.7
3.23,-0.68
3.23,-0.66
3.23,-0.64
3.23,-0.62
3.23,-0.6
3.23,-0.58
3.23,-0.56
3.23,-0.54
3.23,-0.52
3.23,-0.5
3.23,-0.48
3.23,-0.46
3.23,-0.44
3.23,-0.42
3.23,-0.4
3.23,-0.38
3.23,-0.36
3.23,-0.34
3.23,-0.32
3.23,-0.3
3.23,-0.28
3.23,-0.26
3.23,-0.24
3.23,-0.22
3.23,-0.2
3.23,-0.18
3.23,0.18
3.23,0.2
3.23,0.22
3.23,0.24
3.23,0.26
3.23,0.28
3.23,0.3
3.23,0.32
3.23,0.34
3.23,0.36
3.23,0.38
3.23,0.4
3.23,0.42
3.23,0.44
3.23,0.46
3.23,0.48
3.23,0.5
3.23,0.52
3.23,0.54
3.23,0.56
3.23,0.58
3.23,0.6
3.23,0.62
3.23,0.64
3.23,0.66
3.23,0.68
3.23,0.7
3.23,0.72
3.23,0.74
3.23,0.76
3.23,0.78
3.23,0.8
3.23,0.82
3.275,-0.78
3.275,-0.76
3.275,-0.74
3.275,-0.72
3.275,-0.7
3.275,-0.68
3.275,-0.66
3.275,-0.64
3.275,-0.62
3.275,-0.6
3.275,-0.58
3.275,-0.56
3.275,-0.54
3.275,-0.52
3.275,-0.5
3.275,-0.48
3.275,-0.46
3.275,-0.44
3.275,-0.42
3.275,-0.4
3.275,-0.38
3.275,-0.36
3.275,-0.34
3.275,-0.32
3.275,-0.3
3.275,-0.28
3.275,-0.26
3.275,-0.24
3.275,-0.22
3.275,0.22
3.275,0.24
3.275,0.26
3.275,0.28
3.275,0.3
3.275,0.32
3.275,0.34
3.275,0.36
3.275,0.38
3.275,0.4
3.275,0.42
3.275,0.44
3.275,0.46
3.275,0.48
3.275,0.5
3.275,0.52
3.275,0.54
3.275,0.56
3.275,0.58
3.275,0.6
3.275,0.62
3.275,0.64
3.275,0.66
3.275,0.68
3.275,0.7
3.275,0.72
3.275,0.74
3.275,0.76
3.275,0.78
3.32,-0.72
3.32,-0.7
3.32,-0.68
3.32,-0.66
3.32,-0.64
3.32,-0.62
3.32,-0.6
3.32,-0.58
3.32,-0.56
3.32,-0.54
3.32,-0.52
3.32,-0.5
3.32,-0.48
3.32,-0.46
3.32,-0.44
3.32,-0.42
3.32,-0.4
3.32,-0.38
3.32,-0.36
3.32,-0.34
3.32,-0.32
3.32,-0.3
3.32,-0.28
3.32,0.28
3.32,0.3
3.32,0.32
3.32,0.34
3.32,0.36
3.32,0.38
3.32,0.4
3.32,0.42
3.32,0.44
3.32,0.46
3.32,0.48
3.32,0.5
3.32,0.52
3.32,0.54
3.32,0.56
3.32,0.58
3.32,0.6
3.32,0.62
3.32,0.64
3.32,0.66
3.32,0.68
3.32,0.7
3.32,0.72
3.365,-0.66
3.365,-0.64
3.365,-0.62
3.365,-0.6
3.365,-0.58
3.365,-0.56
3.365,-0.54
3.365,-0.52
3.365,-0.5
3.365,-0.48
3.365,-0.46
3.365,-0.44
3.365,-0.42
3.365,-0.4
3.365,-0.38
3.365,-0.36
3.365,-0.34
3.365,0.34
3.365,0.36
3.365,0.38
3.365,0.4
3.365,0.42
3.365,0.44
3.365,0.46
3.365,0.48
3.365,0.5
3.365,0.52
3.365,0.54
3.365,0.56
3.365,0.58
3.365,0.6
3.365,0.62
3.365,0.64
3.365,0.66
